author,title,description,content,date
Sheryl Dubois,"A look at life with lymphedema primer with patient, advocate and volunteer Karen Bingham TheChronicleHerald.ca","A look at life with lymphedema primer with patient, advocate and volunteer Karen Bingham TheChronicleHerald.ca","There are few things that look quite like it. An arm or leg or foot or all three will swell and swell and swell until it looks like it may burst. And, according to Lymphedema patient and president of the Lymphedema Association of Nova Scotia LANS Karen 3433 chars ",2019-11-19T13:01:44Z
Cory Doctorow,The Challenge Vault a locksport training tool and mechanical puzzle that teaches you to be a safecracker,"Every year around this time, our friends at Sparrow Lockpicks previously come out with a incredibly clever, giftable addition to your locksport arsenal I always buy a few of these for Christmas gifts often for younger people on my list and they're univ","Every year around this time, our friends at Sparrow Lockpicks previously come out with a incredibly clever, giftable addition to your locksport arsenal I always buy a few of these for Christmas gifts often for younger people on my list and they're univer 3630 chars ",2019-11-22T20:37:35Z
By Steve Scherer,"Exclusive U.S. Navy secretary backs SEAL's expulsion review, despite Trump objection","U.S. Navy Secretary Richard Spencer said on Friday a Navy SEAL convicted of battlefield misconduct should face a board of peers weighing whether to oust him from the elite force, despite President Donald Trump's assertion that he not be expelled. ""I believe t","By Steve Scherer HALIFAX, Nova Scotia Reuters U.S. Navy Secretary Richard Spencer said on Friday a Navy SEAL convicted of battlefield misconduct should face a board of peers weighing whether to oust him from the elite force, despite President Donald Trum 3934 chars ",2019-11-22T21:31:39Z
Edward Russell,Edmonton gets first Frankfurt nonstop since 2010 thanks to Condor,German leisure carrier Condor is landing in Edmonton next summer as it expands its transatlantic network with additional nonstop routes from Munich. Condor will offer new service between Frankfurt FRA and Edmonton YEG two days per week on Mondays and Thur,German leisure carrier Condor is landing in Edmonton next summer as it expands its transatlantic network with additional nonstop routes from Munich. Condor will offer new service between Frankfurt FRA and Edmonton YEG two days per week on Mondays and Thu 1485 chars ,2019-12-04T18:00:44Z
William Watts,Metals Stocks Gold edges lower as investors turn cautiously upbeat on trade outlook,"Gold edges slightly lower to begin the week, undercut by cautious optimism on the trade front.","Gold lost some ground Monday, with weakness attributed to cautiously upbeat expectations around U.S. China trade negotiations seen robbing the metal of its haven appeal. Gold for December delivery GCZ19, 0.44 on Comex fell 6.20, or 0.4 , to 1,457.40 1380 chars ",2019-11-25T13:03:17Z
,Living without a stomach Toronto Sun,Katy Kosyachkova lives without a stomach. She was diagnosed at age 21 with stomach cancer and had a total gastrectomy. Her entire stomach was removed.She had no symptoms until she fainted during a ,Katy Kosyachkova lives without a stomach. She was diagnosed at age 21 with stomach cancer and had a total gastrectomy. Her entire stomach was removed. She had no symptoms until she fainted during a final university exam. No one suspected cancer. Once confirm 5889 chars ,2019-11-10T14:22:00Z
Pelmorex Weather Networks Inc,WINTER FORECAST Much of Canada in for a 'harsh' season ahead The Weather Network,"WINTER FORECAST Much of Canada in for a 'harsh' season ahead The Weather Network Cold, stormy winter forecast across much of Canada CTV News Cold, stormy winter across much of Canada seasonal forecast 680 News Cold, stormy winter forecast for much of Canada","Your weather when it really mattersTM Please choose your default site Monday, November 18th 2019, 6 00 am The wild and historic winter like weather that's impacted parts of the country this fall looks to provide us with hints of what the upcoming winter 5260 chars ",2019-11-18T11:00:00Z
mgot,"Mental Health Foundation of Nova Scotia PTSD The first step in treating it, is seeing it.","The first step in treating it, is seeing it video was created for the 2019 Nocturne Art event in Halifax. Our goal was to help people better understand the signs of PTSD by providing an inside look into the firsthand experiences and feelings of those living","The first step in treating it, is seeing it video was created for the 2019 Nocturne Art event in Halifax. Our goal was to help people better understand the signs of PTSD by providing an inside look into the firsthand experiences and feelings of those living w 392 chars ",2019-11-07T21:32:54Z
AAMER MADHANI Associated Press,Trump signs bills in support of Hong Kong protesters,President Donald Trump has signed two bills aimed at supporting human rights in Hong Kong,"President Donald Trump on Wednesday signed two bills aimed at supporting human rights and pro democracy activists in Hong Kong. Trump signed the bills, which were approved by near unanimous consent in the House and Senate, even as he expressed some concerns 2854 chars ",2019-11-28T05:41:29Z
Murray Brewster,Hong Kong pro democracy activists honoured at Halifax security forum,"The John McCain Prize for Leadership in Public Service is being presented to Figo Chan and Emily Lau by the Halifax International Security Forum, which said the award is intended to pay homage to those who are fighting for freedom.","Wherever he goes these days, Figo Chan wears a simple black T shirt stamped with the numbers 1 of2,000,001 and the words ""I'm free, therefore I am"" emblazoned across his chest. Skinny, pale and somewhat frail looking, Chan has, since the spring, regularly s 3691 chars ",2019-11-23T10:32:56Z
ROBERT BURNS / AP,Pentagon Chief Fires Navy Secretary Over SEAL Controversy,"Mark Esper on Sunday fired the Navys top official, ending a clash between President Trump and military leaders over the fate of a SEAL.","WASHINGTON AP Defense Secretary Mark Esper on Sunday fired the Navys top official, ending a stunning clash between President Donald Trump and top military leadership over the fate of a SEAL accused of war crimes in Iraq. Esper said he had lost confidenc 5803 chars ",2019-11-25T03:54:11Z
