Tweet,message,match,polarity
2375,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2376,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2377,rt chrismccork lecturer in law post at glasgow caledonian university. interest in private law subjects particularly welcome. opportunity,None,neutral
2378,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2379,we're hiring click to apply coordinator of undergraduate programs brownuniversity education,None,neutral
2380,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2381,"rt iiitfriends join iiit at american university on tuesday, november 19, 2019 from 5 30pm 7 00pm for itep's monthly global education for",None,neutral
2382,"rt patrickm 97 ""central michigan university, an inclusive community of scholars, is a national leader in higher education inspiring exce",inspiring,positive
2383,university workers vote for eight day strike ,strike,negative
2384,rt wef these countries spend the most on university research funding university education ,None,neutral
2385,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2386,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2387,"rt rocgirlny cabraxas10 cranstonmalcolm the docu should include that her private school amp university education were paid by her father,",None,neutral
2388,rt felicitycallard if those outside uk wd like to know more about extraordinary events in uk he from feb 2018 till present including tra,extraordinary,positive
2389,"rt ihse mcgill to colleagues from coast to coast across canada, consider submitting an abstract for our inaugural richard and sylvia crue",None,neutral
2390,rt independent strikes at 60 universities to hit more than a million students ,None,neutral
2391, cabraxas10 cranstonmalcolm the docu should include that her private school amp university education were paid by he ,None,neutral
2392,"rt mu dtl the dean of teaching amp learning seminar series 2019 20 launches friday 8th november with learning styles, neuromyths and evide",None,neutral
2393,job toronto on canada salon coordinator education 1 2 years as a receptionist or coordinator in a s education ,None,neutral
2394,"rt zuby215 fully funded scholarships at the dept of geography, university of bonn, germany. msc in geography of environmental risks amp hu",risks,negative
2395,new pcs urge minister to deal with school violence as bullied teen leaves n.l. ,None,neutral
2396,faculty of education at university of victoria uviceducation is hiring a community relations coordinator comms ,None,neutral
2397,strikes at 60 universities to hit more than a million students ,None,neutral
2398,rt felicitycallard if those outside uk wd like to know more about extraordinary events in uk he from feb 2018 till present including tra,extraordinary,positive
2399,"rt docrussjackson academics have experienced a huge increase in work intensification, year on year, for many years, amp university staff wi",work,positive
